,Suburb,Address,Rooms,Type,Price,Date,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longitude,Regionname,Propertycount,train_station_id,train_station_name,distance_to_train_station,closest_school,distance_to_closest_school,Year,Month
11956,Broadmeadows,1 Bicknell Ct,3,h,500000,2017/9/12,14,1,1,404,86,1960,-37.69412,144.92005,Northern Metropolitan,4294,20031,Jacana Railway Station (Glenroy),0.39,Glenroy Specialist School,0.58,2017,9
11957,Brighton East,211A Were St,4,h,2100000,2017/9/12,10.3,3,2,600,219,1950,-37.92637,145.00904,Southern Metropolitan,6938,19949,Hampton Railway Station (Hampton),1.45,St Leonard's College,0.28,2017,9
11958,Brighton East,50 Union St,4,h,1776000,2017/9/12,10.3,2,2,623,,,-37.90835,145.01392,Southern Metropolitan,6938,19952,North Brighton Railway Station (Brighton),1.07,Gardenvale Primary School,0.42,2017,9
11959,Brighton East,359 South Rd,2,h,1352000,2017/9/12,10.3,1,2,628,,,-37.93183,145.02665,Southern Metropolitan,6938,19937,Moorabbin Railway Station (Moorabbin),0.93,Berendale School,0.91,2017,9
11960,Brunswick West,16 Hoffman St,3,h,1130000,2017/9/12,5.2,1,2,484,,,-37.76657,144.93996,Northern Metropolitan,7082,19968,Brunswick Railway Station (Brunswick),1.73,Brunswick South West Primary School,0.54,2017,9
11961,Bundoora,5 Barton Ct,3,h,755000,2017/9/12,12.1,1,1,459,120,1970,-37.70415,145.06154,Northern Metropolitan,10175,19984,Watsonia Railway Station (Watsonia),2.1,Bundoora Primary School,0.38,2017,9
11962,Bundoora,229 Greenwood Dr,4,h,770000,2017/9/12,12.1,2,1,586,166,1970,-37.70772,145.07275,Northern Metropolitan,10175,19984,Watsonia Railway Station (Watsonia),1.04,Concord School,0.67,2017,9
11963,Bundoora,1 Zara Cl,3,t,606000,2017/9/12,12.1,2,2,,154,2010,-37.68078,145.07746,Northern Metropolitan,10175,19984,Watsonia Railway Station (Watsonia),3.41,Plenty Parklands Primary School,1.23,2017,9
11964,Caulfield South,15 Russell St,3,h,1352000,2017/9/12,8.7,2,2,436,132,1940,-37.90116,145.02431,Southern Metropolitan,5051,19941,Ormond Railway Station (Ormond),1.36,Caulfield South Primary School,0.87,2017,9
11965,Caulfield South,349 Bambra Rd,4,h,2040000,2017/9/12,8.7,3,2,,191,1940,-37.89972,145.02621,Southern Metropolitan,5051,19941,Ormond Railway Station (Ormond),1.24,Caulfield South Primary School,0.64,2017,9
11966,Carlton North,508 Station St,3,h,1770000,2017/9/12,3.5,2,1,163,,,-37.78454,144.97637,Northern Metropolitan,3106,20019,Rushall Railway Station (Fitzroy North),1.42,Fitzroy Community School,0.6,2017,9
11967,Reservoir,26 Erskine Av,3,h,835000,2017/9/12,12,1,2,700,,,-37.72269,145.02502,Northern Metropolitan,21650,20010,Reservoir Railway Station (Reservoir),1.71,Reservoir East Primary School,0.41,2017,9
11968,Dandenong North,1/1 Rhoden Ct,2,u,315000,2017/9/12,24.7,1,1,,67,1975,-37.95424,145.20803,South-Eastern Metropolitan,8322,19889,Yarraman Railway Station (Noble Park),3.04,Lyndale Secondary College,0.52,2017,9
11969,Camberwell,37 Kalang Rd,3,h,1625000,2017/9/12,7.7,1,2,487,150,1940,-37.8442,145.08142,Southern Metropolitan,8920,19850,Hartwell Railway Station (Camberwell),0.52,Hartwell Primary School,0.51,2017,9
11970,Camberwell,17 Halley Av,3,h,2210000,2017/9/12,7.7,1,1,785,,,-37.84647,145.07116,Southern Metropolitan,8920,19850,Hartwell Railway Station (Camberwell),0.48,St Cecilia's School,0.7,2017,9
11971,Camberwell,52 Fairview Av,3,h,1665000,2017/9/12,7.7,2,2,603,,,-37.84614,145.093,Southern Metropolitan,8920,19849,Burwood Railway Station (Glen Iris),1.25,St Benedict's School,0.54,2017,9
11972,Camberwell,2 Bow Cr,3,h,1300000,2017/9/12,7.7,1,1,362,94,1900,-37.82718,145.07,Southern Metropolitan,8920,19892,East Camberwell Railway Station (Camberwell),0.21,Camberwell High School,0.41,2017,9
11973,Cairnlea,40 Dunbarrim Av,3,h,640000,2017/9/12,14.8,2,2,481,,,-37.76778,144.78052,Western Metropolitan,2674,19982,Deer Park Railway Station (Deer Park),1.33,St Peter Chanel School,0.99,2017,9
11974,Burwood,29 Parer St,4,h,1500000,2017/9/12,10.4,2,2,,197,1930,-37.84787,145.10371,Southern Metropolitan,5678,19849,Burwood Railway Station (Glen Iris),2.08,Presbyterian Ladies' College,0.3,2017,9
11975,Campbellfield,26 Augusta Av,4,h,620000,2017/9/12,16.6,1,2,660,,,-37.67119,144.9525,Northern Metropolitan,1889,19960,Upfield Railway Station (Coolaroo),0.76,Dallas Brooks Community Primary School,0.94,2017,9
11976,Delahey,26 Aitken Dr,3,h,600000,2017/9/12,18,2,2,566,126,1988,-37.716,144.76879,Western Metropolitan,2898,22244,Watergardens Railway Station (Sydenham),1.72,Copperfield College,0.5,2017,9
11977,Dingley Village,13 Oploo Ct,2,u,646500,2017/9/12,22.2,1,2,,,,-37.97834,145.11621,South-Eastern Metropolitan,3940,19864,Parkdale Railway Station (Parkdale),3.86,Kingswood Primary School,0.84,2017,9
11978,Forest Hill,5 Henders St,3,h,1200000,2017/9/12,15.4,2,1,608,155,1960,-37.83647,145.16176,Eastern Metropolitan,4385,19898,Blackburn Railway Station (Blackburn),2.1,Aurora School,1.05,2017,9
11979,Forest Hill,3 Felicia Gr,4,h,1200000,2017/9/12,15.4,1,3,856,,,-37.83456,145.18298,Eastern Metropolitan,4385,19899,Nunawading Railway Station (Nunawading),1.71,St Timothy's School,0.65,2017,9
11980,Footscray,51 Newell St,4,h,1225000,2017/9/12,5.1,1,2,403,97,1900,-37.79758,144.90246,Western Metropolitan,7570,20025,Footscray Railway Station (Footscray),0.4,St Monica's School,0.55,2017,9
11981,Footscray,6/6 Eldridge St,2,u,330000,2017/9/12,5.1,1,1,,,,-37.79054,144.89287,Western Metropolitan,7570,20024,Middle Footscray Railway Station (Footscray),1.34,Footscray City College,0.12,2017,9
11982,Footscray,17 Beech St,3,t,870000,2017/9/12,5.1,2,2,243,,,-37.80014,144.88377,Western Metropolitan,7570,20023,West Footscray Railway Station (West Footscray),0.19,St John's School,0.5,2017,9
11983,Flemington,7 Eltham St,3,h,1300000,2017/9/12,3.4,1,0,226,104,1910,-37.78452,144.92885,Northern Metropolitan,3593,20040,Newmarket Railway Station (Flemington),0.31,St Brendan's School,0.25,2017,9
11984,Fitzroy North,256 Park St,3,h,1710000,2017/9/12,3.6,1,1,,,,-37.78067,144.98012,Northern Metropolitan,6244,20019,Rushall Railway Station (Fitzroy North),1.12,Deutsche Schule Melbourne,0.31,2017,9
11985,Fitzroy North,565 Brunswick St,4,h,1650000,2017/9/12,3.6,2,1,185,166,1900,-37.79013,144.97963,Northern Metropolitan,6244,20019,Rushall Railway Station (Fitzroy North),1.36,Fitzroy Community School,0.11,2017,9
11986,Fitzroy North,84 Best St,3,h,1860000,2017/9/12,3.6,2,1,,134,1880,-37.78196,144.98376,Northern Metropolitan,6244,20019,Rushall Railway Station (Fitzroy North),0.77,Fitzroy North Primary School,0.34,2017,9
11987,Ferntree Gully,15 Vandeven Ct,4,h,735000,2017/9/12,24.8,2,2,897,,,-37.87002,145.27579,Eastern Metropolitan,10788,19869,Boronia Railway Station (Boronia),1.31,Wattle View Primary School,0.68,2017,9
11988,Greensborough,4 Saul Ct,3,h,692500,2017/9/12,16.1,1,2,,,,-37.71806,145.0929,Northern Metropolitan,8524,19984,Watsonia Railway Station (Watsonia),1.13,Watsonia Heights Primary School,0.75,2017,9
11989,Greensborough,144 Henry St,4,h,1100000,2017/9/12,16.1,3,2,746,,,-37.71049,145.1011,Northern Metropolitan,8524,19985,Greensborough Railway Station (Greensborough),0.96,Watsonia Heights Primary School,0.54,2017,9
11990,Glenroy,60 View St,4,h,685000,2017/9/12,11.2,2,1,607,174,1950,-37.69633,144.93069,Northern Metropolitan,8870,20031,Jacana Railway Station (Glenroy),1.31,Glenroy Private,0.2,2017,9
11991,Glenroy,21 Ila St,3,h,685000,2017/9/12,11.2,1,1,,121,1950,-37.70913,144.93557,Northern Metropolitan,8870,20033,Oak Park Railway Station (Oak Park),1.58,Westbreen Primary School,0.8,2017,9
11992,Glenroy,33 Everard St,2,t,1110000,2017/9/12,11.2,1,1,,,,-37.70011,144.94006,Northern Metropolitan,8870,19961,Gowrie Railway Station (Glenroy),1.66,Belle Vue Park Primary School,0.36,2017,9
11993,Glen Waverley,35 Orchard St,3,h,1600000,2017/9/12,16.7,2,1,654,,,-37.86722,145.15354,Eastern Metropolitan,15321,19874,Syndal Railway Station (Glen Waverley),1.06,Glendal Primary School,0.48,2017,9
11994,Glen Waverley,46 Maylands Cr,4,h,1170000,2017/9/12,16.7,2,2,650,,,-37.90401,145.17309,Eastern Metropolitan,15321,19873,Glen Waverley Railway Station (Glen Waverley),2.89,Wheelers Hill Primary School,0.58,2017,9
11995,Glen Waverley,42 Brentwood Dr,4,h,1140000,2017/9/12,16.7,2,2,685,,,-37.90053,145.17132,Eastern Metropolitan,15321,19873,Glen Waverley Railway Station (Glen Waverley),2.48,Brentwood Secondary College,0.45,2017,9
11996,Glen Iris,2 Renwick St,3,h,1390000,2017/9/12,7.3,2,1,,,,-37.85256,145.07571,Southern Metropolitan,10412,19849,Burwood Railway Station (Glen Iris),0.44,Hartwell Primary School,0.92,2017,9
11997,Glen Iris,28 Ellis Rd,4,h,2220000,2017/9/12,7.3,2,2,,,,-37.85965,145.04687,Southern Metropolitan,10412,19912,Gardiner Railway Station (Glen Iris),0.82,Sacre Coeur,0.47,2017,9
11998,Glen Huntly,23 Wattle Av,3,t,920000,2017/9/12,10.1,1,1,912,,,-37.89444,145.04568,Southern Metropolitan,2403,19942,Glenhuntly Railway Station (Glen Huntly),0.61,Glen Huntly Primary School,0.09,2017,9
11999,Gladstone Park,12 Midway Cl,3,h,721500,2017/9/12,12.9,1,1,632,155,1975,-37.69285,144.89601,Western Metropolitan,3285,20031,Jacana Railway Station (Glenroy),1.77,Gladstone Views Primary School,0.48,2017,9
12000,Ferntree Gully,31 Stephen Rd,3,h,724000,2017/9/12,24.8,1,2,723,,,-37.87699,145.26975,Eastern Metropolitan,10788,19869,Boronia Railway Station (Boronia),2.25,Wattle View Primary School,0.74,2017,9
12001,Ferntree Gully,3 Meadow La,4,h,880000,2017/9/12,24.8,2,2,739,225,1977,-37.89109,145.26128,Eastern Metropolitan,10788,19868,Ferntree Gully Railway Station (Ferntree Gully),3.16,Kent Park Primary School,0.86,2017,9
12002,Ferntree Gully,76 Edina Rd,3,h,855000,2017/9/12,24.8,2,2,831,,,-37.87408,145.27623,Eastern Metropolitan,10788,19869,Boronia Railway Station (Boronia),1.68,Wattle View Primary School,0.25,2017,9
12003,Eaglemont,126 Locksley Rd,3,h,2201000,2017/9/12,8.9,1,3,,,,-37.76582,145.0527,Eastern Metropolitan,1651,19934,Eaglemont Railway Station (Eaglemont),0.27,Ivanhoe Girls' Grammar School,0.53,2017,9
12004,Eaglemont,29A Cape St,3,h,1035000,2017/9/12,8.9,2,1,,153,1999,-37.76076,145.066,Eastern Metropolitan,1651,19935,Heidelberg Railway Station (Heidelberg),0.62,Our Lady of Mercy College,0.34,2017,9
12005,Eaglemont,12 Brooke St,4,h,2175000,2017/9/12,8.9,2,2,,,,-37.76831,145.05962,Eastern Metropolitan,1651,19934,Eaglemont Railway Station (Eaglemont),0.73,Ivanhoe East Primary School,0.7,2017,9
12006,Doreen,26 Tooradin Cr,4,h,556000,2017/9/12,25.9,2,2,,,,-37.58311,145.12156,Northern Victoria,7254,52161,Mernda Railway Station (Mernda),2.83,Laurimar Primary School,0.56,2017,9
12007,Doreen,5 Mahogany Ct,3,h,668500,2017/9/12,25.9,2,2,665,,,-37.6089,145.11288,Northern Victoria,7254,52161,Mernda Railway Station (Mernda),1.27,St Paul the Apostle Catholic Primary School,1.35,2017,9
12008,Doreen,6 Ashgate Dr,3,h,510000,2017/9/12,25.9,2,2,385,135,2010,-37.61204,145.13212,Northern Victoria,7254,52161,Mernda Railway Station (Mernda),2.95,Ashley Park Primary School,0.59,2017,9
12009,Donvale,23 Underwood Dr,4,h,1105000,2017/9/12,16.1,2,2,639,175,1970,-37.79755,145.17674,Eastern Metropolitan,4790,19899,Nunawading Railway Station (Nunawading),2.55,Heatherwood School,0.33,2017,9
12010,Donvale,4 Monterey Cr,4,h,1140000,2017/9/12,16.1,2,2,653,,,-37.79247,145.1738,Eastern Metropolitan,4790,19899,Nunawading Railway Station (Nunawading),3.11,Donvale Primary School,0.88,2017,9
12011,Donvale,61 Chippewa Av,4,h,802000,2017/9/12,16.1,2,1,462,115,1960,-37.80495,145.1994,Eastern Metropolitan,4790,19900,Mitcham Railway Station (Mitcham),1.57,Mitcham Primary School,0.74,2017,9
12012,Donvale,8 Allara Ct,3,h,1201000,2017/9/12,16.1,2,0,786,169,1980,-37.77425,145.18109,Eastern Metropolitan,4790,19900,Mitcham Railway Station (Mitcham),4.99,Our Lady of the Pines School,0.34,2017,9
12013,Doncaster East,4 Regal Av,3,h,1505000,2017/9/12,14.3,1,2,754,,,-37.789,145.16661,Eastern Metropolitan,10999,19899,Nunawading Railway Station (Nunawading),3.58,Donburn Primary School,0.2,2017,9
12014,Doncaster East,25 Dryden St,3,h,1065000,2017/9/12,14.3,2,1,578,,,-37.78569,145.15851,Eastern Metropolitan,10999,19898,Blackburn Railway Station (Blackburn),3.9,East Doncaster Secondary College,0.4,2017,9
12015,Doncaster,25 Harcourt St,4,h,1508000,2017/9/12,12.4,2,2,,958,,-37.79102,145.112,Eastern Metropolitan,9028,19896,Mont Albert Railway Station (Mont Albert),3.21,Birralee Primary School,0.29,2017,9
12016,Elsternwick,49 Trevelyan St,3,h,1459000,2017/9/12,7.2,1,1,381,138,1915,-37.89061,145.01257,Southern Metropolitan,4898,19953,Gardenvale Railway Station (Brighton),1,Leibler Yavneh College,0.58,2017,9
12017,Eltham,2 Cooinda Pl,4,h,1520000,2017/9/12,18,2,2,,,,-37.72878,145.15928,Eastern Metropolitan,6990,19987,Eltham Railway Station (Eltham),1.97,Eltham Primary School,1.1,2017,9
12018,Fawkner,44A Marlborough St,3,h,602000,2017/9/12,13.1,1,2,,111,2008,-37.71806,144.96954,Northern Metropolitan,5070,19963,Merlynston Railway Station (Coburg North),0.79,Fawkner Primary School,0.56,2017,9
12019,Fawkner,24 Derby St,3,h,645000,2017/9/12,13.1,1,1,644,,,-37.71823,144.97287,Northern Metropolitan,5070,19963,Merlynston Railway Station (Coburg North),1.06,Fawkner Primary School,0.37,2017,9
12020,Fawkner,25 Denys St,3,h,880000,2017/9/12,13.1,1,1,,,,-37.7009,144.9724,Northern Metropolitan,5070,19961,Gowrie Railway Station (Glenroy),1.19,John Fawkner Secondary College,0.21,2017,9
12021,Fawkner,13 Denys St,3,h,730000,2017/9/12,13.1,1,1,634,,,-37.70133,144.9755,Northern Metropolitan,5070,19961,Gowrie Railway Station (Glenroy),1.47,John Fawkner Secondary College,0.36,2017,9
12022,Essendon West,17 Diamond St,3,h,1362500,2017/9/12,7.5,1,1,613,,,-37.74937,144.88899,Western Metropolitan,588,22253,Essendon Railway Station (Essendon),2.51,Rosehill Secondary College,0.39,2017,9
12023,Epping,8 Oriano St,2,t,425000,2017/9/12,19.6,1,1,120,,,-37.63273,145.00321,Northern Metropolitan,10926,20005,Epping Railway Station (Epping),3.27,St Mary of the Cross MacKillop Catholic Parish Primary School,1.12,2017,9
12024,Epping,108 McDonalds Rd,3,h,552000,2017/9/12,19.6,1,1,566,98,1990,-37.64692,145.05217,Northern Metropolitan,10926,45795,South Morang Railway Station (South Morang),1.33,Meadowglen Primary School,0.47,2017,9
12025,Diamond Creek,1A Fraser St,2,h,598000,2017/9/12,21.8,1,1,,105,2003,-37.67621,145.15757,Northern Victoria,4258,19988,Diamond Creek Railway Station (Diamond Creek),0.33,Sacred Heart School,0.46,2017,9
12026,Epping,1 Koukoura Dr,4,h,585000,2017/9/12,19.6,2,2,396,165,2016,-37.61983,144.99608,Northern Metropolitan,10926,20005,Epping Railway Station (Epping),4.74,Harvest Home Primary School,0.6,2017,9
12027,Epping,12 Gibbons Dr,3,h,652000,2017/9/12,19.6,1,1,544,,,-37.64882,145.05941,Northern Metropolitan,10926,45795,South Morang Railway Station (South Morang),0.67,Meadowglen Primary School,0.88,2017,9
12028,Epping,20 Berrigan St,4,h,567000,2017/9/12,19.6,2,1,310,,,-37.63069,145.00853,Northern Metropolitan,10926,20005,Epping Railway Station (Epping),3.11,St Mary of the Cross MacKillop Catholic Parish Primary School,0.63,2017,9
12029,Epping,9 Benaud Pl,3,h,569500,2017/9/12,19.6,1,2,,114,2000,-37.64217,145.06078,Northern Metropolitan,10926,45795,South Morang Railway Station (South Morang),0.95,Meadowglen Primary School,0.68,2017,9
12030,Epping,32 Aries Dr,4,h,740000,2017/9/12,19.6,2,2,,,,-37.63519,145.02419,Northern Metropolitan,10926,20005,Epping Railway Station (Epping),1.99,Epping Views Primary School,0.75,2017,9
12031,Elwood,90 Tennyson St,2,h,1400000,2017/9/12,7.2,1,1,254,,,-37.87704,144.98948,Southern Metropolitan,8989,19955,Ripponlea Railway Station (Ripponlea),0.52,Elwood Primary School,0.51,2017,9
12032,Elwood,11/2 Selwyn Av,2,u,721000,2017/9/12,7.2,1,1,,,,-37.88511,144.98479,Southern Metropolitan,8989,19955,Ripponlea Railway Station (Ripponlea),1.38,Elwood College,0.31,2017,9
12033,Epping,5 Gillespie Pl,3,h,619000,2017/9/12,19.6,1,2,124,120,1970,-37.65986,145.03278,Northern Metropolitan,10926,20005,Epping Railway Station (Epping),0.87,Lalor North Secondary College,0.16,2017,9
12034,Reservoir,1075 High St,3,h,800000,2017/9/12,12,1,1,863,,,-37.69763,145.01073,Northern Metropolitan,21650,20008,Keon Park Railway Station (Thomastown),0.32,Preston Reservoir Adult Community Education Inc,0.18,2017,9
12035,Spotswood,97 Hudsons Rd,3,u,882000,2017/9/12,6.2,2,2,205,,,-37.82978,144.88463,Western Metropolitan,1223,19995,Spotswood Railway Station (Spotswood),0.15,Spotswood Primary School,0.27,2017,9
12036,Yarraville,36B Goulburn St,3,h,1160000,2017/9/12,6.3,1,1,,106,1950,-37.81488,144.88922,Western Metropolitan,6543,19996,Yarraville Railway Station (Yarraville),0.12,St Augustine's School,0.14,2017,9
12037,Braybrook,8 Kannan Bvd,3,t,700000,2017/9/12,8.6,2,2,,,,-37.77741,144.8544,Western Metropolitan,3589,22241,Sunshine Railway Station (Sunshine),2.26,Rosamond Special School,0.26,2017,9
12038,Braybrook,65 Hargreaves Cr,3,h,825000,2017/9/12,8.6,1,0,604,,,-37.78473,144.85546,Western Metropolitan,3589,20022,Tottenham Railway Station (West Footscray),1.75,Caroline Chisholm Catholic College,0.49,2017,9
12039,Boronia,16 Rathmullen Rd,3,h,735000,2017/9/12,25,1,2,719,,1960,-37.86091,145.26225,Eastern Metropolitan,9704,19869,Boronia Railway Station (Boronia),1.95,Knox Central Primary School,0.64,2017,9
12040,Blackburn North,7 Kent Cl,3,h,1030000,2017/9/12,13.4,2,1,568,137,1968,-37.80265,145.16099,Eastern Metropolitan,2867,19898,Blackburn Railway Station (Blackburn),2.17,Beverley Hills Primary School,0.72,2017,9
12041,Blackburn,13 Hamilton Av,3,h,1050000,2017/9/12,13.4,2,2,353,111,1999,-37.81439,145.14541,Eastern Metropolitan,5713,19898,Blackburn Railway Station (Blackburn),0.75,Blackburn High School,0.6,2017,9
12042,Bentleigh East,55 Kennedy St,3,h,1200000,2017/9/12,13.8,2,2,,,,-37.91962,145.07964,Southern Metropolitan,10969,19916,Huntingdale Railway Station (Oakleigh),2.21,Coatesville Primary School,0.53,2017,9
12043,Bentleigh East,13 Benina St,2,t,850000,2017/9/12,13.8,2,2,,110,2013,-37.92384,145.06103,Southern Metropolitan,10969,19939,Bentleigh Railway Station (Bentleigh),2.23,Southern Autistic School,0.33,2017,9
12044,Bentleigh East,38 Abbin Av,3,h,1200000,2017/9/12,13.8,2,2,,110,1950,-37.93222,145.05422,Southern Metropolitan,10969,19937,Moorabbin Railway Station (Moorabbin),1.55,Tucker Road Bentleigh Primary School,0.46,2017,9
12045,Blackburn South,230 Canterbury Rd,4,h,1250000,2017/9/12,13.4,2,2,,237,2002,-37.83349,145.15996,Eastern Metropolitan,4387,19898,Blackburn Railway Station (Blackburn),1.73,Blackburn Lake Primary School,0.85,2017,9
12046,Wollert,20 Whitebark St,4,h,615000,2017/9/12,25.5,2,2,411,187,2015,-37.61212,145.04084,Northern Metropolitan,2940,20005,Epping Railway Station (Epping),4.54,Glowrey Catholic Primary School,0.9,2017,9
12047,Wollert,6 Saintly Av,3,h,581000,2017/9/12,25.5,2,2,,,,-37.61835,145.01672,Northern Metropolitan,2940,20005,Epping Railway Station (Epping),3.97,St Mary of the Cross MacKillop Catholic Parish Primary School,0.93,2017,9
12048,Wollert,18 Ryrie Gr,3,t,391000,2017/9/12,25.5,2,1,,,,-37.61841,145.03916,Northern Metropolitan,2940,20005,Epping Railway Station (Epping),3.83,Al Siraat College,0.67,2017,9
12049,Werribee,21 Westminster Dr,4,h,460000,2017/9/12,14.7,2,2,,602,,-37.89277,144.63626,Western Metropolitan,16166,19921,Werribee Railway Station (Werribee),2.3,Manorvale Primary School,0.69,2017,9
12050,West Footscray,114 Essex St,3,h,1062000,2017/9/12,6.4,1,2,,,,-37.79386,144.87843,Western Metropolitan,5058,20023,West Footscray Railway Station (West Footscray),1.01,Footscray West Primary School,0.3,2017,9
12051,West Footscray,242 Essex St,3,h,870000,2017/9/12,6.4,1,1,463,,,-37.7924,144.86834,Western Metropolitan,5058,20022,Tottenham Railway Station (West Footscray),0.9,Footscray West Primary School,0.67,2017,9
12052,West Footscray,21 Glamis Rd,3,h,940000,2017/9/12,6.4,1,2,386,,,-37.80635,144.87448,Western Metropolitan,5058,20023,West Footscray Railway Station (West Footscray),0.98,Corpus Christi School,0.28,2017,9
12053,West Footscray,17 Stanley St,3,h,930000,2017/9/12,6.4,1,1,347,,,-37.79184,144.87356,Western Metropolitan,5058,20022,Tottenham Railway Station (West Footscray),1.25,Footscray West Primary School,0.37,2017,9
12054,West Footscray,54 Wellington St,3,h,857500,2017/9/12,6.4,1,3,417,115,1950,-37.79139,144.86596,Western Metropolitan,5058,20022,Tottenham Railway Station (West Footscray),0.91,Christ the King Primary School,0.55,2017,9
12055,Westmeadows,39 Arnside Cr,4,h,610000,2017/9/12,16.5,2,2,546,,,-37.68068,144.87375,Northern Metropolitan,2474,20031,Jacana Railway Station (Glenroy),4.04,Gladstone Park Primary School,1.34,2017,9
12056,Wheelers Hill,1 Greenbriar Av,4,h,1370000,2017/9/12,16.7,2,2,813,,,-37.89969,145.18551,South-Eastern Metropolitan,7392,19873,Glen Waverley Railway Station (Glen Waverley),3.05,Wheelers Hill Primary School,0.7,2017,9
12057,Wheelers Hill,41 Jells Rd,4,h,1130000,2017/9/12,16.7,2,2,650,,,-37.89651,145.19073,South-Eastern Metropolitan,7392,19873,Glen Waverley Railway Station (Glen Waverley),3.15,Jells Park Primary School,0.73,2017,9
12058,Williamstown,10 Queen St,3,h,1285000,2017/9/12,6.8,1,0,285,121,1910,-37.85428,144.89488,Western Metropolitan,6380,19993,North Williamstown Railway Station (Williamstown),0.61,Williamstown North Primary School,0.33,2017,9
12059,Williamstown,1 Stanley St,3,h,2065000,2017/9/12,6.8,1,2,412,136,1940,-37.85324,144.89958,Western Metropolitan,6380,19993,North Williamstown Railway Station (Williamstown),1.03,Westbourne Grammar School,0.53,2017,9
12060,Wollert,21 Dalwood Wy,4,h,609000,2017/9/12,25.5,2,2,350,0,2015,-37.61031,145.0401,Northern Metropolitan,2940,20005,Epping Railway Station (Epping),4.73,Glowrey Catholic Primary School,0.96,2017,9
12061,Wollert,4 Muzzlewood Wy,3,h,780000,2017/9/12,25.5,2,3,660,206,,-37.61313,145.03937,Northern Metropolitan,2940,20005,Epping Railway Station (Epping),4.41,Glowrey Catholic Primary School,0.73,2017,9
12062,Wollert,6 Raychelsbury Pde,3,h,540000,2017/9/12,25.5,2,2,383,148,2013,-37.61929,145.01613,Northern Metropolitan,2940,20005,Epping Railway Station (Epping),3.89,St Mary of the Cross MacKillop Catholic Parish Primary School,0.81,2017,9
12063,Bentleigh,6 Mavho St,2,h,1750000,2017/9/12,11.4,1,1,717,105,1920,-37.92092,145.03388,Southern Metropolitan,6795,19939,Bentleigh Railway Station (Bentleigh),0.48,Bentleigh West Primary School,0.63,2017,9
12064,Werribee,5 Pyke St,4,h,880000,2017/9/12,14.7,2,2,843,229,1987,-37.90721,144.65636,Western Metropolitan,16166,19921,Werribee Railway Station (Werribee),0.97,Werribee Primary School,0.21,2017,9
12065,Bentleigh,17 Jasper Rd,2,h,777500,2017/9/12,11.4,1,1,,98,1950,-37.93241,145.03891,Southern Metropolitan,6795,19937,Moorabbin Railway Station (Moorabbin),0.29,Our Lady of the Sacred Heart College,0.75,2017,9
12066,Bentleigh,1 Auckland St,3,h,1300000,2017/9/12,11.4,1,2,585,133,1960,-37.92647,145.04636,Southern Metropolitan,6795,19938,Patterson Railway Station (Bentleigh),0.97,Our Lady of the Sacred Heart College,0.57,2017,9
12067,Yarraville,20 Salisbury St,2,h,870000,2017/9/12,6.3,1,2,,,,-37.82345,144.8835,Western Metropolitan,6543,19995,Spotswood Railway Station (Spotswood),0.83,Yarraville Special Developmental School,0.62,2017,9
12068,Ascot Vale,143 Kent St,4,h,1400000,2017/9/12,4.3,1,2,520,162,1890,-37.78034,144.92494,Western Metropolitan,6567,20039,Ascot Vale Railway Station (Ascot Vale),0.62,Ascot Vale Primary School,0.68,2017,9
12069,Ascot Vale,4 Hunt Cr,4,h,1800000,2017/9/12,4.3,3,2,561,241,1950,-37.77274,144.90328,Western Metropolitan,6567,20038,Moonee Ponds Railway Station (Moonee Ponds),1.6,Moonee Ponds West Primary School,0.68,2017,9
12070,Ardeer,126 Suspension St,3,h,615000,2017/9/12,12.8,1,1,,,,-37.78132,144.79796,Western Metropolitan,1281,20020,Ardeer Railway Station (Ardeer),0.42,Ardeer Primary School,0.22,2017,9
12071,Ardeer,3 McLaughlin St,4,h,620000,2017/9/12,12.8,1,2,,,,-37.78188,144.80895,Western Metropolitan,1281,20020,Ardeer Railway Station (Ardeer),0.61,St Paul's School,0.64,2017,9
12072,Ardeer,17 Helene St,4,h,740000,2017/9/12,12.8,2,2,602,185,1970,-37.7789,144.80517,Western Metropolitan,1281,20020,Ardeer Railway Station (Ardeer),0.53,Mother of God School,0.39,2017,9
12073,Ardeer,34 Glinden Av,2,h,475000,2017/9/12,12.8,1,2,,105,2000,-37.77315,144.80088,Western Metropolitan,1281,20020,Ardeer Railway Station (Ardeer),1.11,Mother of God School,0.7,2017,9
12074,Altona North,88 First Av,3,h,1100000,2017/9/12,9.4,1,2,660,,,-37.83267,144.85519,Western Metropolitan,5132,19995,Spotswood Railway Station (Spotswood),2.71,Altona North Primary School,0.71,2017,9
12075,Ascot Vale,26 Nairn Av,3,h,1513000,2017/9/12,4.3,1,2,617,,,-37.77956,144.90288,Western Metropolitan,6567,20027,Flemington Racecourse Railway Station (Flemington),0.95,Ascot Vale West Primary School,0.74,2017,9
12076,Altona North,65A First Av,3,h,855000,2017/9/12,9.4,2,3,,132,2013,-37.83611,144.8544,Western Metropolitan,5132,19994,Newport Railway Station (Newport),2.67,St Leo the Great Primary School,0.42,2017,9
12077,Altona North,54 Cooper Av,3,h,835000,2017/9/12,9.4,2,3,534,115,1970,-37.83748,144.84446,Western Metropolitan,5132,19927,Seaholme Railway Station (Seaholme),3.39,Altona North Primary School,0.42,2017,9
